scientific_name,park_name,observations
Plectritis ciliosa ssp. ciliosa,Yellowstone National Park,260
Plectritis ciliosa ssp. ciliosa,Yosemite National Park,139
Plectrophenax nivalis,Bryce National Park,117
Plectrophenax nivalis,Great Smoky Mountains National Park,89
Plectrophenax nivalis,Yellowstone National Park,226
Plectrophenax nivalis,Yosemite National Park,139
Plegadis chihi,Bryce National Park,103
Plegadis chihi,Great Smoky Mountains National Park,87
Plegadis chihi,Yellowstone National Park,255
Plegadis chihi,Yosemite National Park,150
Plegadis falcinellus,Bryce National Park,72
Plegadis falcinellus,Great Smoky Mountains National Park,91
Plegadis falcinellus,Yellowstone National Park,257
Plegadis falcinellus,Yosemite National Park,181
Pleopeltis polypodioides,Bryce National Park,94
Pleopeltis polypodioides,Great Smoky Mountains National Park,49
Pleopeltis polypodioides,Yellowstone National Park,265
Pleopeltis polypodioides,Yosemite National Park,160
Pleopeltis polypodioides ssp. michauxiana,Bryce National Park,94
Pleopeltis polypodioides ssp. michauxiana,Great Smoky Mountains National Park,71
Pleopeltis polypodioides ssp. michauxiana,Yellowstone National Park,268
Pleopeltis polypodioides ssp. michauxiana,Yosemite National Park,132
Plethodon,Bryce National Park,102
Plethodon,Great Smoky Mountains National Park,101
Plethodon,Yellowstone National Park,250
Plethodon,Yosemite National Park,140
Plethodon aureolus,Bryce National Park,90
Plethodon aureolus,Great Smoky Mountains National Park,69
Plethodon aureolus,Yellowstone National Park,276
Plethodon aureolus,Yosemite National Park,125
Plethodon cinereus,Bryce National Park,92
Plethodon cinereus,Great Smoky Mountains National Park,68
Plethodon cinereus,Yellowstone National Park,260
Plethodon cinereus,Yosemite National Park,154
Plethodon dorsalis,Bryce National Park,102
Plethodon dorsalis,Great Smoky Mountains National Park,91
Plethodon dorsalis,Yellowstone National Park,240
Plethodon dorsalis,Yosemite National Park,150
Plethodon glutinosus,Bryce National Park,122
Plethodon glutinosus,Great Smoky Mountains National Park,78
Plethodon glutinosus,Yellowstone National Park,240
Plethodon glutinosus,Yosemite National Park,168
Plethodon jordani,Bryce National Park,89
Plethodon jordani,Great Smoky Mountains National Park,43
Plethodon jordani,Yellowstone National Park,273
Plethodon jordani,Yosemite National Park,134
Plethodon metcalfi,Bryce National Park,131
Plethodon metcalfi,Great Smoky Mountains National Park,95
Plethodon metcalfi,Yellowstone National Park,219
Plethodon metcalfi,Yosemite National Park,160
Plethodon oconaluftee,Bryce National Park,106
Plethodon oconaluftee,Great Smoky Mountains National Park,68
Plethodon oconaluftee,Yellowstone National Park,200
Plethodon oconaluftee,Yosemite National Park,127
Plethodon serratus,Bryce National Park,61
Plethodon serratus,Great Smoky Mountains National Park,89
Plethodon serratus,Yellowstone National Park,279
Plethodon serratus,Yosemite National Park,177
Plethodon ventralis,Bryce National Park,109
Plethodon ventralis,Great Smoky Mountains National Park,105
Plethodon ventralis,Yellowstone National Park,244
Plethodon ventralis,Yosemite National Park,129
Plethodon websteri,Bryce National Park,82
Plethodon websteri,Great Smoky Mountains National Park,63
Plethodon websteri,Yellowstone National Park,240
Plethodon websteri,Yosemite National Park,164
Pleuricospora fimbriolata,Bryce National Park,93
Pleuricospora fimbriolata,Great Smoky Mountains National Park,42
Pleuricospora fimbriolata,Yellowstone National Park,237
Pleuricospora fimbriolata,Yosemite National Park,128
Pleuridium subulatum,Bryce National Park,110
Pleuridium subulatum,Great Smoky Mountains National Park,84
Pleuridium subulatum,Yellowstone National Park,242
Pleuridium subulatum,Yosemite National Park,141
Pleurozium schreberi,Bryce National Park,81
Pleurozium schreberi,Great Smoky Mountains National Park,121
Pleurozium schreberi,Yellowstone National Park,270
Pleurozium schreberi,Yosemite National Park,132
Pluchea camphorata,Bryce National Park,85
Pluchea camphorata,Great Smoky Mountains National Park,76
Pluchea camphorata,Yellowstone National Park,224
Pluchea camphorata,Yosemite National Park,183
Pluvialis dominica,Bryce National Park,111
Pluvialis dominica,Great Smoky Mountains National Park,54
Pluvialis dominica,Yellowstone National Park,225
Pluvialis dominica,Yosemite National Park,162
Pluvialis squatarola,Bryce National Park,121
Pluvialis squatarola,Great Smoky Mountains National Park,95
Pluvialis squatarola,Yellowstone National Park,244
Pluvialis squatarola,Yosemite National Park,158
Poa alpina,Bryce National Park,137
Poa alpina,Great Smoky Mountains National Park,61
Poa alpina,Yellowstone National Park,243
Poa alpina,Yosemite National Park,141
Poa alsodes,Bryce National Park,104
Poa alsodes,Great Smoky Mountains National Park,34
Poa alsodes,Yellowstone National Park,251
Poa alsodes,Yosemite National Park,139
Poa annua,Bryce National Park,94
Poa annua,Great Smoky Mountains National Park,66
Poa annua,Yellowstone National Park,248
Poa annua,Yosemite National Park,139
Poa arida,Bryce National Park,104
Poa arida,Great Smoky Mountains National Park,36
Poa arida,Yellowstone National Park,264
Poa arida,Yosemite National Park,161
Poa autumnalis,Bryce National Park,59
Poa autumnalis,Great Smoky Mountains National Park,62
Poa autumnalis,Yellowstone National Park,249
Poa autumnalis,Yosemite National Park,162
Poa bolanderi,Bryce National Park,85
Poa bolanderi,Great Smoky Mountains National Park,80
Poa bolanderi,Yellowstone National Park,261
Poa bolanderi,Yosemite National Park,135
Poa bulbosa,Bryce National Park,104
Poa bulbosa,Great Smoky Mountains National Park,83
Poa bulbosa,Yellowstone National Park,233
Poa bulbosa,Yosemite National Park,147
Poa chapmaniana,Bryce National Park,114
Poa chapmaniana,Great Smoky Mountains National Park,61
Poa chapmaniana,Yellowstone National Park,234
Poa chapmaniana,Yosemite National Park,141
Poa compressa,Bryce National Park,102
Poa compressa,Great Smoky Mountains National Park,80
Poa compressa,Yellowstone National Park,246
Poa compressa,Yosemite National Park,122
Poa cusickii,Bryce National Park,83
Poa cusickii,Great Smoky Mountains National Park,80
Poa cusickii,Yellowstone National Park,229
Poa cusickii,Yosemite National Park,164
Poa cusickii ssp. cusickii,Bryce National Park,99
Poa cusickii ssp. cusickii,Great Smoky Mountains National Park,61
Poa cusickii ssp. cusickii,Yellowstone National Park,290
Poa cusickii ssp. cusickii,Yosemite National Park,177
Poa cusickii ssp. epilis,Bryce National Park,139
Poa cusickii ssp. epilis,Great Smoky Mountains National Park,75
Poa cusickii ssp. epilis,Yellowstone National Park,233
Poa cusickii ssp. epilis,Yosemite National Park,156
Poa cuspidata,Bryce National Park,79
Poa cuspidata,Great Smoky Mountains National Park,63
Poa cuspidata,Yellowstone National Park,245
Poa cuspidata,Yosemite National Park,144
Poa fendleriana,Bryce National Park,92
Poa fendleriana,Great Smoky Mountains National Park,131
Poa fendleriana,Yellowstone National Park,251
Poa fendleriana,Yosemite National Park,172
Poa fendleriana ssp. longiligula,Bryce National Park,112
Poa fendleriana ssp. longiligula,Great Smoky Mountains National Park,46
Poa fendleriana ssp. longiligula,Yellowstone National Park,247
Poa fendleriana ssp. longiligula,Yosemite National Park,159
Poa glauca ssp. rupicola,Bryce National Park,102
Poa glauca ssp. rupicola,Great Smoky Mountains National Park,73
Poa glauca ssp. rupicola,Yellowstone National Park,233
Poa glauca ssp. rupicola,Yosemite National Park,161
Poa interior,Bryce National Park,79
Poa interior,Great Smoky Mountains National Park,100
Poa interior,Yellowstone National Park,243
Poa interior,Yosemite National Park,179
Poa keckii,Bryce National Park,101
Poa keckii,Great Smoky Mountains National Park,81
Poa keckii,Yellowstone National Park,228
Poa keckii,Yosemite National Park,167
Poa leptocoma,Bryce National Park,90
Poa leptocoma,Great Smoky Mountains National Park,75
Poa leptocoma,Yellowstone National Park,204
Poa leptocoma,Yosemite National Park,178
Poa leptocoma ssp. leptocoma,Bryce National Park,120
Poa leptocoma ssp. leptocoma,Great Smoky Mountains National Park,60
Poa leptocoma ssp. leptocoma,Yellowstone National Park,239
Poa leptocoma ssp. leptocoma,Yosemite National Park,161
Poa nemoralis,Bryce National Park,101
Poa nemoralis,Great Smoky Mountains National Park,85
Poa nemoralis,Yellowstone National Park,217
Poa nemoralis,Yosemite National Park,110
Poa paludigena,Bryce National Park,61
Poa paludigena,Great Smoky Mountains National Park,81
Poa paludigena,Yellowstone National Park,249
Poa paludigena,Yosemite National Park,154
Poa palustris,Bryce National Park,100
Poa palustris,Great Smoky Mountains National Park,68
Poa palustris,Yellowstone National Park,241
Poa palustris,Yosemite National Park,158
Poa pratensis,Bryce National Park,77
Poa pratensis,Great Smoky Mountains National Park,78
Poa pratensis,Yellowstone National Park,251
Poa pratensis,Yosemite National Park,146
Poa pratensis ssp. pratensis,Bryce National Park,101
Poa pratensis ssp. pratensis,Great Smoky Mountains National Park,60
Poa pratensis ssp. pratensis,Yellowstone National Park,281
Poa pratensis ssp. pratensis,Yosemite National Park,177
Poa pringlei,Bryce National Park,115
Poa pringlei,Great Smoky Mountains National Park,64
Poa pringlei,Yellowstone National Park,222
Poa pringlei,Yosemite National Park,136
Poa reflexa,Bryce National Park,77
Poa reflexa,Great Smoky Mountains National Park,50
Poa reflexa,Yellowstone National Park,249
Poa reflexa,Yosemite National Park,151
Poa saltuensis,Bryce National Park,73
Poa saltuensis,Great Smoky Mountains National Park,69
Poa saltuensis,Yellowstone National Park,222
Poa saltuensis,Yosemite National Park,151
Poa secunda,Bryce National Park,81
Poa secunda,Great Smoky Mountains National Park,90
Poa secunda,Yellowstone National Park,212
Poa secunda,Yosemite National Park,119
Poa stebbinsii,Bryce National Park,84
Poa stebbinsii,Great Smoky Mountains National Park,56
Poa stebbinsii,Yellowstone National Park,226
Poa stebbinsii,Yosemite National Park,142
Poa sylvestris,Bryce National Park,118
Poa sylvestris,Great Smoky Mountains National Park,72
Poa sylvestris,Yellowstone National Park,212
Poa sylvestris,Yosemite National Park,115
Poa trivialis,Bryce National Park,86
Poa trivialis,Great Smoky Mountains National Park,80
Poa trivialis,Yellowstone National Park,256
Poa trivialis,Yosemite National Park,138
Poa wheeleri,Bryce National Park,114
Poa wheeleri,Great Smoky Mountains National Park,84
Poa wheeleri,Yellowstone National Park,238
Poa wheeleri,Yosemite National Park,170
Podiceps auritus,Bryce National Park,102
Podiceps auritus,Great Smoky Mountains National Park,59
Podiceps auritus,Yellowstone National Park,247
Podiceps auritus,Yosemite National Park,166
Podiceps grisegena,Bryce National Park,74
Podiceps grisegena,Great Smoky Mountains National Park,70
Podiceps grisegena,Yellowstone National Park,260
Podiceps grisegena,Yosemite National Park,121
Podiceps nigricollis,Bryce National Park,82
Podiceps nigricollis,Great Smoky Mountains National Park,72
Podiceps nigricollis,Yellowstone National Park,260
Podiceps nigricollis,Yosemite National Park,164
Podilymbus podiceps,Bryce National Park,90
Podilymbus podiceps,Great Smoky Mountains National Park,73
Podilymbus podiceps,Yellowstone National Park,272
Podilymbus podiceps,Yosemite National Park,143
Podistera nevadensis,Bryce National Park,79
Podistera nevadensis,Great Smoky Mountains National Park,83
Podistera nevadensis,Yellowstone National Park,215
Podistera nevadensis,Yosemite National Park,121
Podophyllum peltatum,Bryce National Park,81
Podophyllum peltatum,Great Smoky Mountains National Park,79
Podophyllum peltatum,Yellowstone National Park,228
Podophyllum peltatum,Yosemite National Park,154
Podostemum ceratophyllum,Bryce National Park,131
Podostemum ceratophyllum,Great Smoky Mountains National Park,89
Podostemum ceratophyllum,Yellowstone National Park,230
Podostemum ceratophyllum,Yosemite National Park,120
Poecile atricapillus,Bryce National Park,119
Poecile atricapillus,Great Smoky Mountains National Park,97
Poecile atricapillus,Yellowstone National Park,241
Poecile atricapillus,Yosemite National Park,168
Poecile carolinensis,Bryce National Park,139
Poecile carolinensis,Great Smoky Mountains National Park,42
Poecile carolinensis,Yellowstone National Park,291
Poecile carolinensis,Yosemite National Park,166
Poecile gambeli,Bryce National Park,116
Poecile gambeli,Great Smoky Mountains National Park,53
Poecile gambeli,Yellowstone National Park,210
Poecile gambeli,Yosemite National Park,164
Poecile rufescens,Bryce National Park,101
Poecile rufescens,Great Smoky Mountains National Park,126
Poecile rufescens,Yellowstone National Park,247
Poecile rufescens,Yosemite National Park,123
Pogonatum brachyphyllum,Bryce National Park,75
Pogonatum brachyphyllum,Great Smoky Mountains National Park,48
Pogonatum brachyphyllum,Yellowstone National Park,307
Pogonatum brachyphyllum,Yosemite National Park,158
Pogonatum pensilvanicum,Bryce National Park,82
Pogonatum pensilvanicum,Great Smoky Mountains National Park,66
Pogonatum pensilvanicum,Yellowstone National Park,253
Pogonatum pensilvanicum,Yosemite National Park,154
Pogonia ophioglossoides,Bryce National Park,107
Pogonia ophioglossoides,Great Smoky Mountains National Park,64
Pogonia ophioglossoides,Yellowstone National Park,280
Pogonia ophioglossoides,Yosemite National Park,169
Pohlia annotina,Bryce National Park,130
Pohlia annotina,Great Smoky Mountains National Park,84
Pohlia annotina,Yellowstone National Park,237
Pohlia annotina,Yosemite National Park,156
Pohlia cruda,Bryce National Park,92
Pohlia cruda,Great Smoky Mountains National Park,101
Pohlia cruda,Yellowstone National Park,254
Pohlia cruda,Yosemite National Park,152
Pohlia elongata,Bryce National Park,99
Pohlia elongata,Great Smoky Mountains National Park,61
Pohlia elongata,Yellowstone National Park,239
Pohlia elongata,Yosemite National Park,112
Pohlia lescuriana,Bryce National Park,104
Pohlia lescuriana,Great Smoky Mountains National Park,40
Pohlia lescuriana,Yellowstone National Park,290
Pohlia lescuriana,Yosemite National Park,150
Pohlia longicolla,Bryce National Park,72
Pohlia longicolla,Great Smoky Mountains National Park,66
Pohlia longicolla,Yellowstone National Park,267
Pohlia longicolla,Yosemite National Park,138
Pohlia nutans,Bryce National Park,100
Pohlia nutans,Great Smoky Mountains National Park,76
Pohlia nutans,Yellowstone National Park,267
Pohlia nutans,Yosemite National Park,138
Pohlia wahlenbergii,Bryce National Park,67
Pohlia wahlenbergii,Great Smoky Mountains National Park,72
Pohlia wahlenbergii,Yellowstone National Park,242
Pohlia wahlenbergii,Yosemite National Park,155
Polemonium californicum,Bryce National Park,95
Polemonium californicum,Great Smoky Mountains National Park,77
Polemonium californicum,Yellowstone National Park,265
Polemonium californicum,Yosemite National Park,149
Polemonium eximium,Bryce National Park,105
Polemonium eximium,Great Smoky Mountains National Park,39
Polemonium eximium,Yellowstone National Park,239
Polemonium eximium,Yosemite National Park,102
Polemonium micranthum,Bryce National Park,89
Polemonium micranthum,Great Smoky Mountains National Park,83
Polemonium micranthum,Yellowstone National Park,256
Polemonium micranthum,Yosemite National Park,148
Polemonium occidentale,Bryce National Park,104
Polemonium occidentale,Great Smoky Mountains National Park,54
Polemonium occidentale,Yellowstone National Park,255
Polemonium occidentale,Yosemite National Park,143
Polemonium reptans,Bryce National Park,119
Polemonium reptans,Great Smoky Mountains National Park,51
Polemonium reptans,Yellowstone National Park,312
Polemonium reptans,Yosemite National Park,188
Polemonium viscosum,Bryce National Park,104
Polemonium viscosum,Great Smoky Mountains National Park,107
Polemonium viscosum,Yellowstone National Park,217
Polemonium viscosum,Yosemite National Park,184
Polioptila caerulea,Bryce National Park,112
Polioptila caerulea,Great Smoky Mountains National Park,72
Polioptila caerulea,Yellowstone National Park,252
Polioptila caerulea,Yosemite National Park,156
Polycarpon tetraphyllum,Bryce National Park,79
Polycarpon tetraphyllum,Great Smoky Mountains National Park,73
Polycarpon tetraphyllum,Yellowstone National Park,227
Polycarpon tetraphyllum,Yosemite National Park,173
Polygala alba,Bryce National Park,93
Polygala alba,Great Smoky Mountains National Park,55
Polygala alba,Yellowstone National Park,242
Polygala alba,Yosemite National Park,154
Polygala ambigua,Bryce National Park,77
Polygala ambigua,Great Smoky Mountains National Park,40
Polygala ambigua,Yellowstone National Park,241
Polygala ambigua,Yosemite National Park,126
Polygala cruciata,Bryce National Park,111
Polygala cruciata,Great Smoky Mountains National Park,74
Polygala cruciata,Yellowstone National Park,235
Polygala cruciata,Yosemite National Park,156
Polygala curtissii,Bryce National Park,107
Polygala curtissii,Great Smoky Mountains National Park,84
Polygala curtissii,Yellowstone National Park,241
Polygala curtissii,Yosemite National Park,141
Polygala paucifolia,Bryce National Park,91
Polygala paucifolia,Great Smoky Mountains National Park,49
Polygala paucifolia,Yellowstone National Park,265
Polygala paucifolia,Yosemite National Park,177
Polygala polygama,Bryce National Park,105
Polygala polygama,Great Smoky Mountains National Park,96
Polygala polygama,Yellowstone National Park,255
Polygala polygama,Yosemite National Park,166
Polygala sanguinea,Bryce National Park,63
Polygala sanguinea,Great Smoky Mountains National Park,69
Polygala sanguinea,Yellowstone National Park,261
Polygala sanguinea,Yosemite National Park,156
Polygala senega var. latifolia,Bryce National Park,103
Polygala senega var. latifolia,Great Smoky Mountains National Park,66
Polygala senega var. latifolia,Yellowstone National Park,231
Polygala senega var. latifolia,Yosemite National Park,110
Polygala verticillata var. verticillata,Bryce National Park,93
Polygala verticillata var. verticillata,Great Smoky Mountains National Park,117
Polygala verticillata var. verticillata,Yellowstone National Park,247
Polygala verticillata var. verticillata,Yosemite National Park,140
Polygonatum biflorum,Bryce National Park,93
Polygonatum biflorum,Great Smoky Mountains National Park,70
Polygonatum biflorum,Yellowstone National Park,281
Polygonatum biflorum,Yosemite National Park,172
Polygonatum biflorum var. biflorum,Bryce National Park,67
Polygonatum biflorum var. biflorum,Great Smoky Mountains National Park,62
Polygonatum biflorum var. biflorum,Yellowstone National Park,273
Polygonatum biflorum var. biflorum,Yosemite National Park,140
Polygonatum biflorum var. commutatum,Bryce National Park,112
Polygonatum biflorum var. commutatum,Great Smoky Mountains National Park,84
Polygonatum biflorum var. commutatum,Yellowstone National Park,246
Polygonatum biflorum var. commutatum,Yosemite National Park,190
Polygonatum pubescens,Bryce National Park,110
Polygonatum pubescens,Great Smoky Mountains National Park,67
Polygonatum pubescens,Yellowstone National Park,248
Polygonatum pubescens,Yosemite National Park,160
Polygonum achoreum,Bryce National Park,87
Polygonum achoreum,Great Smoky Mountains National Park,59
Polygonum achoreum,Yellowstone National Park,255
Polygonum achoreum,Yosemite National Park,123
Polygonum amphibium var. emersum,Bryce National Park,78
Polygonum amphibium var. emersum,Great Smoky Mountains National Park,70
Polygonum amphibium var. emersum,Yellowstone National Park,224
Polygonum amphibium var. emersum,Yosemite National Park,166
Polygonum amphibium var. stipulaceum,Bryce National Park,81
Polygonum amphibium var. stipulaceum,Great Smoky Mountains National Park,76
Polygonum amphibium var. stipulaceum,Yellowstone National Park,220
Polygonum amphibium var. stipulaceum,Yosemite National Park,120
Polygonum arenastrum,Bryce National Park,81
Polygonum arenastrum,Great Smoky Mountains National Park,62
Polygonum arenastrum,Yellowstone National Park,264
Polygonum arenastrum,Yosemite National Park,151
Polygonum aviculare,Bryce National Park,95
Polygonum aviculare,Great Smoky Mountains National Park,103
Polygonum aviculare,Yellowstone National Park,258
Polygonum aviculare,Yosemite National Park,114
Polygonum bistortoides,Bryce National Park,148
Polygonum bistortoides,Great Smoky Mountains National Park,84
Polygonum bistortoides,Yellowstone National Park,246
Polygonum bistortoides,Yosemite National Park,136
Polygonum caespitosum,Bryce National Park,107
Polygonum caespitosum,Great Smoky Mountains National Park,58
Polygonum caespitosum,Yellowstone National Park,261
Polygonum caespitosum,Yosemite National Park,141
Polygonum caespitosum var. longisetum,Bryce National Park,105
Polygonum caespitosum var. longisetum,Great Smoky Mountains National Park,62
Polygonum caespitosum var. longisetum,Yellowstone National Park,234
Polygonum caespitosum var. longisetum,Yosemite National Park,179
Polygonum californicum,Bryce National Park,120
Polygonum californicum,Great Smoky Mountains National Park,117
Polygonum californicum,Yellowstone National Park,304
Polygonum californicum,Yosemite National Park,117
Polygonum cespitosum,Bryce National Park,64
Polygonum cespitosum,Great Smoky Mountains National Park,59
Polygonum cespitosum,Yellowstone National Park,235
Polygonum cespitosum,Yosemite National Park,130
Polygonum cilinode,Bryce National Park,116
Polygonum cilinode,Great Smoky Mountains National Park,83
Polygonum cilinode,Yellowstone National Park,242
Polygonum cilinode,Yosemite National Park,148
Polygonum coccineum,Bryce National Park,80
Polygonum coccineum,Great Smoky Mountains National Park,64
Polygonum coccineum,Yellowstone National Park,229
Polygonum coccineum,Yosemite National Park,126
Polygonum convolvulus,Bryce National Park,100
Polygonum convolvulus,Great Smoky Mountains National Park,68
Polygonum convolvulus,Yellowstone National Park,265
Polygonum convolvulus,Yosemite National Park,128
Polygonum cuspidatum,Bryce National Park,91
Polygonum cuspidatum,Great Smoky Mountains National Park,84
Polygonum cuspidatum,Yellowstone National Park,224
Polygonum cuspidatum,Yosemite National Park,111
Polygonum douglasii ssp. douglasii,Bryce National Park,89
Polygonum douglasii ssp. douglasii,Great Smoky Mountains National Park,58
Polygonum douglasii ssp. douglasii,Yellowstone National Park,246
Polygonum douglasii ssp. douglasii,Yosemite National Park,155
Polygonum douglasii ssp. johnstonii,Bryce National Park,74
Polygonum douglasii ssp. johnstonii,Great Smoky Mountains National Park,71
Polygonum douglasii ssp. johnstonii,Yellowstone National Park,252
Polygonum douglasii ssp. johnstonii,Yosemite National Park,141
Polygonum douglasii var. douglasii,Bryce National Park,71
Polygonum douglasii var. douglasii,Great Smoky Mountains National Park,67
Polygonum douglasii var. douglasii,Yellowstone National Park,237
Polygonum douglasii var. douglasii,Yosemite National Park,130
Polygonum erectum,Bryce National Park,100
Polygonum erectum,Great Smoky Mountains National Park,79
Polygonum erectum,Yellowstone National Park,207
Polygonum erectum,Yosemite National Park,114
Polygonum hydropiper,Bryce National Park,95
Polygonum hydropiper,Great Smoky Mountains National Park,35
Polygonum hydropiper,Yellowstone National Park,228
Polygonum hydropiper,Yosemite National Park,161
Polygonum hydropiperoides,Bryce National Park,91
Polygonum hydropiperoides,Great Smoky Mountains National Park,48
Polygonum hydropiperoides,Yellowstone National Park,244
Polygonum hydropiperoides,Yosemite National Park,146
Polygonum lapathifolium,Bryce National Park,104
Polygonum lapathifolium,Great Smoky Mountains National Park,67
Polygonum lapathifolium,Yellowstone National Park,264
Polygonum lapathifolium,Yosemite National Park,132
Polygonum minimum,Bryce National Park,90
Polygonum minimum,Great Smoky Mountains National Park,74
Polygonum minimum,Yellowstone National Park,234
Polygonum minimum,Yosemite National Park,136
Polygonum orientale,Bryce National Park,134
Polygonum orientale,Great Smoky Mountains National Park,59
Polygonum orientale,Yellowstone National Park,278
Polygonum orientale,Yosemite National Park,180
Polygonum pensylvanicum,Bryce National Park,98
Polygonum pensylvanicum,Great Smoky Mountains National Park,57
Polygonum pensylvanicum,Yellowstone National Park,259
Polygonum pensylvanicum,Yosemite National Park,137
Polygonum persicaria,Bryce National Park,84
Polygonum persicaria,Great Smoky Mountains National Park,59
Polygonum persicaria,Yellowstone National Park,276
Polygonum persicaria,Yosemite National Park,146
Polygonum phytolaccifolium,Bryce National Park,119
Polygonum phytolaccifolium,Great Smoky Mountains National Park,38
Polygonum phytolaccifolium,Yellowstone National Park,252
Polygonum phytolaccifolium,Yosemite National Park,132
Polygonum polygaloides ssp. kelloggii,Bryce National Park,106
Polygonum polygaloides ssp. kelloggii,Great Smoky Mountains National Park,49
Polygonum polygaloides ssp. kelloggii,Yellowstone National Park,226
Polygonum polygaloides ssp. kelloggii,Yosemite National Park,164
Polygonum punctatum,Bryce National Park,81
Polygonum punctatum,Great Smoky Mountains National Park,43
Polygonum punctatum,Yellowstone National Park,232
Polygonum punctatum,Yosemite National Park,175
Polygonum ramosissimum,Bryce National Park,118
Polygonum ramosissimum,Great Smoky Mountains National Park,46
Polygonum ramosissimum,Yellowstone National Park,213
Polygonum ramosissimum,Yosemite National Park,162
Polygonum sagittatum,Bryce National Park,114
Polygonum sagittatum,Great Smoky Mountains National Park,46
Polygonum sagittatum,Yellowstone National Park,226
Polygonum sagittatum,Yosemite National Park,138
Polygonum scandens var. cristatum,Bryce National Park,141
Polygonum scandens var. cristatum,Great Smoky Mountains National Park,64
Polygonum scandens var. cristatum,Yellowstone National Park,226
Polygonum scandens var. cristatum,Yosemite National Park,157
Polygonum setaceum,Bryce National Park,131
Polygonum setaceum,Great Smoky Mountains National Park,61
Polygonum setaceum,Yellowstone National Park,261
Polygonum setaceum,Yosemite National Park,171
Polygonum shastense,Bryce National Park,85
Polygonum shastense,Great Smoky Mountains National Park,77
Polygonum shastense,Yellowstone National Park,231
Polygonum shastense,Yosemite National Park,187
Polygonum virginianum,Bryce National Park,40
Polygonum virginianum,Great Smoky Mountains National Park,77
Polygonum virginianum,Yellowstone National Park,274
Polygonum virginianum,Yosemite National Park,156
Polygonum viviparum,Bryce National Park,88
Polygonum viviparum,Great Smoky Mountains National Park,107
Polygonum viviparum,Yellowstone National Park,216
Polygonum viviparum,Yosemite National Park,137
Polymnia canadensis,Bryce National Park,81
Polymnia canadensis,Great Smoky Mountains National Park,80
Polymnia canadensis,Yellowstone National Park,249
Polymnia canadensis,Yosemite National Park,148
Polymnia laevigata,Bryce National Park,93
Polymnia laevigata,Great Smoky Mountains National Park,56
Polymnia laevigata,Yellowstone National Park,259
Polymnia laevigata,Yosemite National Park,183
Polypodium appalachianum,Bryce National Park,101
Polypodium appalachianum,Great Smoky Mountains National Park,33
Polypodium appalachianum,Yellowstone National Park,271
Polypodium appalachianum,Yosemite National Park,126
Polypodium californicum,Bryce National Park,74
Polypodium californicum,Great Smoky Mountains National Park,43
Polypodium californicum,Yellowstone National Park,252
Polypodium californicum,Yosemite National Park,145
Polypodium calirhiza,Bryce National Park,106
Polypodium calirhiza,Great Smoky Mountains National Park,71
Polypodium calirhiza,Yellowstone National Park,274
Polypodium calirhiza,Yosemite National Park,193
Polypodium glycyrrhiza,Bryce National Park,85
Polypodium glycyrrhiza,Great Smoky Mountains National Park,87
Polypodium glycyrrhiza,Yellowstone National Park,268
Polypodium glycyrrhiza,Yosemite National Park,139
Polypodium hesperium,Bryce National Park,67
Polypodium hesperium,Great Smoky Mountains National Park,68
Polypodium hesperium,Yellowstone National Park,256
Polypodium hesperium,Yosemite National Park,133
Polypodium virginianum,Bryce National Park,89
Polypodium virginianum,Great Smoky Mountains National Park,88
Polypodium virginianum,Yellowstone National Park,256
Polypodium virginianum,Yosemite National Park,178
Polypogon maritimus,Bryce National Park,110
Polypogon maritimus,Great Smoky Mountains National Park,76
Polypogon maritimus,Yellowstone National Park,216
Polypogon maritimus,Yosemite National Park,178
Polypogon monspeliensis,Bryce National Park,97
Polypogon monspeliensis,Great Smoky Mountains National Park,130
Polypogon monspeliensis,Yellowstone National Park,241
Polypogon monspeliensis,Yosemite National Park,119
Polypremum procumbens,Bryce National Park,104
Polypremum procumbens,Great Smoky Mountains National Park,51
Polypremum procumbens,Yellowstone National Park,266
Polypremum procumbens,Yosemite National Park,105
Polystichum acrostichoides,Bryce National Park,135
Polystichum acrostichoides,Great Smoky Mountains National Park,76
Polystichum acrostichoides,Yellowstone National Park,246
Polystichum acrostichoides,Yosemite National Park,147
Polystichum imbricans ssp. imbricans,Bryce National Park,100
Polystichum imbricans ssp. imbricans,Great Smoky Mountains National Park,83
Polystichum imbricans ssp. imbricans,Yellowstone National Park,229
Polystichum imbricans ssp. imbricans,Yosemite National Park,158
Polystichum kruckebergii,Bryce National Park,79
Polystichum kruckebergii,Great Smoky Mountains National Park,106
Polystichum kruckebergii,Yellowstone National Park,213
Polystichum kruckebergii,Yosemite National Park,149
Polystichum lonchitis,Bryce National Park,88
Polystichum lonchitis,Great Smoky Mountains National Park,82
Polystichum lonchitis,Yellowstone National Park,214
Polystichum lonchitis,Yosemite National Park,156
Polystichum munitum,Bryce National Park,71
Polystichum munitum,Great Smoky Mountains National Park,115
Polystichum munitum,Yellowstone National Park,251
Polystichum munitum,Yosemite National Park,154
Polystichum scopulinum,Bryce National Park,106
Polystichum scopulinum,Great Smoky Mountains National Park,54
Polystichum scopulinum,Yellowstone National Park,244
Polystichum scopulinum,Yosemite National Park,144
Polytrichum appalachianum,Bryce National Park,126
Polytrichum appalachianum,Great Smoky Mountains National Park,84
Polytrichum appalachianum,Yellowstone National Park,257
Polytrichum appalachianum,Yosemite National Park,154
Polytrichum commune,Bryce National Park,107
