scientific_name,park_name,observations,category,common_names,conservation_status,primary_common_name
Solidago nana,Great Smoky Mountains National Park,99,Vascular Plant,"Baby Goldenrod, Gray Goldenrod",Not Evaluated,Baby Goldenrod
Solidago nana,Yellowstone National Park,255,Vascular Plant,"Baby Goldenrod, Gray Goldenrod",Not Evaluated,Baby Goldenrod
Solidago nana,Yosemite National Park,136,Vascular Plant,"Baby Goldenrod, Gray Goldenrod",Not Evaluated,Baby Goldenrod
Solidago nemoralis var. nemoralis,Bryce National Park,113,Vascular Plant,Gray Goldenrod,Not Evaluated,Gray Goldenrod
Solidago nemoralis var. nemoralis,Great Smoky Mountains National Park,60,Vascular Plant,Gray Goldenrod,Not Evaluated,Gray Goldenrod
Solidago nemoralis var. nemoralis,Yellowstone National Park,215,Vascular Plant,Gray Goldenrod,Not Evaluated,Gray Goldenrod
Solidago nemoralis var. nemoralis,Yosemite National Park,169,Vascular Plant,Gray Goldenrod,Not Evaluated,Gray Goldenrod
Solidago odora,Bryce National Park,72,Vascular Plant,"Fragrant Goldenrod, Sweet Goldenrod",Not Evaluated,Fragrant Goldenrod
Solidago odora,Great Smoky Mountains National Park,90,Vascular Plant,"Fragrant Goldenrod, Sweet Goldenrod",Not Evaluated,Fragrant Goldenrod
Solidago odora,Yellowstone National Park,245,Vascular Plant,"Fragrant Goldenrod, Sweet Goldenrod",Not Evaluated,Fragrant Goldenrod
Solidago odora,Yosemite National Park,167,Vascular Plant,"Fragrant Goldenrod, Sweet Goldenrod",Not Evaluated,Fragrant Goldenrod
Solidago patula,Bryce National Park,136,Vascular Plant,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Evaluated,Rough-Leaved Goldenrod
Solidago patula,Great Smoky Mountains National Park,94,Vascular Plant,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Evaluated,Rough-Leaved Goldenrod
Solidago patula,Yellowstone National Park,233,Vascular Plant,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Evaluated,Rough-Leaved Goldenrod
Solidago patula,Yosemite National Park,139,Vascular Plant,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Evaluated,Rough-Leaved Goldenrod
Solidago puberula,Bryce National Park,63,Vascular Plant,"Downy Goldenrod, Hairy Goldenrod",Not Evaluated,Downy Goldenrod
Solidago puberula,Great Smoky Mountains National Park,64,Vascular Plant,"Downy Goldenrod, Hairy Goldenrod",Not Evaluated,Downy Goldenrod
Solidago puberula,Yellowstone National Park,267,Vascular Plant,"Downy Goldenrod, Hairy Goldenrod",Not Evaluated,Downy Goldenrod
Solidago puberula,Yosemite National Park,168,Vascular Plant,"Downy Goldenrod, Hairy Goldenrod",Not Evaluated,Downy Goldenrod
Solidago roanensis,Bryce National Park,90,Vascular Plant,"Roan's Goldenrod, Tennessee Golden-Rod",Not Evaluated,Roan's Goldenrod
Solidago roanensis,Great Smoky Mountains National Park,93,Vascular Plant,"Roan's Goldenrod, Tennessee Golden-Rod",Not Evaluated,Roan's Goldenrod
Solidago roanensis,Yellowstone National Park,254,Vascular Plant,"Roan's Goldenrod, Tennessee Golden-Rod",Not Evaluated,Roan's Goldenrod
Solidago roanensis,Yosemite National Park,197,Vascular Plant,"Roan's Goldenrod, Tennessee Golden-Rod",Not Evaluated,Roan's Goldenrod
Solidago rugosa ssp. aspera,Bryce National Park,84,Vascular Plant,Rough-Stemmed Goldenrod,Not Evaluated,Rough-Stemmed Goldenrod
Solidago rugosa ssp. aspera,Great Smoky Mountains National Park,90,Vascular Plant,Rough-Stemmed Goldenrod,Not Evaluated,Rough-Stemmed Goldenrod
Solidago rugosa ssp. aspera,Yellowstone National Park,248,Vascular Plant,Rough-Stemmed Goldenrod,Not Evaluated,Rough-Stemmed Goldenrod
Solidago rugosa ssp. aspera,Yosemite National Park,149,Vascular Plant,Rough-Stemmed Goldenrod,Not Evaluated,Rough-Stemmed Goldenrod
Solidago speciosa var. erecta,Bryce National Park,75,Vascular Plant,Erect Goldenrod,Not Evaluated,Erect Goldenrod
Solidago speciosa var. erecta,Great Smoky Mountains National Park,89,Vascular Plant,Erect Goldenrod,Not Evaluated,Erect Goldenrod
Solidago speciosa var. erecta,Yellowstone National Park,245,Vascular Plant,Erect Goldenrod,Not Evaluated,Erect Goldenrod
Solidago speciosa var. erecta,Yosemite National Park,146,Vascular Plant,Erect Goldenrod,Not Evaluated,Erect Goldenrod
Solidago speciosa var. rigidiuscula,Bryce National Park,101,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. rigidiuscula,Great Smoky Mountains National Park,51,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. rigidiuscula,Yellowstone National Park,293,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. rigidiuscula,Yosemite National Park,119,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. speciosa,Bryce National Park,142,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. speciosa,Great Smoky Mountains National Park,96,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. speciosa,Yellowstone National Park,240,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago speciosa var. speciosa,Yosemite National Park,119,Vascular Plant,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Solidago sphacelata,Bryce National Park,71,Vascular Plant,"Autumn Goldenrod, Heart-Leaved Goldenrod",Not Evaluated,Autumn Goldenrod
Solidago sphacelata,Great Smoky Mountains National Park,66,Vascular Plant,"Autumn Goldenrod, Heart-Leaved Goldenrod",Not Evaluated,Autumn Goldenrod
Solidago sphacelata,Yellowstone National Park,283,Vascular Plant,"Autumn Goldenrod, Heart-Leaved Goldenrod",Not Evaluated,Autumn Goldenrod
Solidago sphacelata,Yosemite National Park,133,Vascular Plant,"Autumn Goldenrod, Heart-Leaved Goldenrod",Not Evaluated,Autumn Goldenrod
Solidago uliginosa,Bryce National Park,68,Vascular Plant,Bog Goldenrod,Not Evaluated,Bog Goldenrod
Solidago uliginosa,Great Smoky Mountains National Park,83,Vascular Plant,Bog Goldenrod,Not Evaluated,Bog Goldenrod
Solidago uliginosa,Yellowstone National Park,272,Vascular Plant,Bog Goldenrod,Not Evaluated,Bog Goldenrod
Solidago uliginosa,Yosemite National Park,168,Vascular Plant,Bog Goldenrod,Not Evaluated,Bog Goldenrod
Soliva sessilis,Bryce National Park,84,Vascular Plant,Field Soliva,Not Evaluated,Field Soliva
Soliva sessilis,Great Smoky Mountains National Park,61,Vascular Plant,Field Soliva,Not Evaluated,Field Soliva
Soliva sessilis,Yellowstone National Park,246,Vascular Plant,Field Soliva,Not Evaluated,Field Soliva
Soliva sessilis,Yosemite National Park,142,Vascular Plant,Field Soliva,Not Evaluated,Field Soliva
Sonchus arvensis,Bryce National Park,127,Vascular Plant,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Not Evaluated,Creeping Sowthistle
Sonchus arvensis,Great Smoky Mountains National Park,86,Vascular Plant,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Not Evaluated,Creeping Sowthistle
Sonchus arvensis,Yellowstone National Park,243,Vascular Plant,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Not Evaluated,Creeping Sowthistle
Sonchus arvensis,Yosemite National Park,158,Vascular Plant,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Not Evaluated,Creeping Sowthistle
Sonchus arvensis ssp. uliginosus,Bryce National Park,121,Vascular Plant,Moist Sowthistle,Not Evaluated,Moist Sowthistle
Sonchus arvensis ssp. uliginosus,Great Smoky Mountains National Park,115,Vascular Plant,Moist Sowthistle,Not Evaluated,Moist Sowthistle
Sonchus arvensis ssp. uliginosus,Yellowstone National Park,262,Vascular Plant,Moist Sowthistle,Not Evaluated,Moist Sowthistle
Sonchus arvensis ssp. uliginosus,Yosemite National Park,123,Vascular Plant,Moist Sowthistle,Not Evaluated,Moist Sowthistle
Sonchus asper,Bryce National Park,114,Vascular Plant,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",Not Evaluated,Spiney-Leaved Sonchus
Sonchus asper,Great Smoky Mountains National Park,86,Vascular Plant,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",Not Evaluated,Spiney-Leaved Sonchus
Sonchus asper,Yellowstone National Park,254,Vascular Plant,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",Not Evaluated,Spiney-Leaved Sonchus
Sonchus asper,Yosemite National Park,155,Vascular Plant,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",Not Evaluated,Spiney-Leaved Sonchus
Sonchus asper ssp. asper,Bryce National Park,124,Vascular Plant,Spiny Sowthistle,Not Evaluated,Spiny Sowthistle
Sonchus asper ssp. asper,Great Smoky Mountains National Park,147,Vascular Plant,Spiny Sowthistle,Not Evaluated,Spiny Sowthistle
Sonchus asper ssp. asper,Yellowstone National Park,215,Vascular Plant,Spiny Sowthistle,Not Evaluated,Spiny Sowthistle
Sonchus asper ssp. asper,Yosemite National Park,117,Vascular Plant,Spiny Sowthistle,Not Evaluated,Spiny Sowthistle
Sonchus oleraceus,Bryce National Park,99,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Not Evaluated,Annual Sowthistle
Sonchus oleraceus,Great Smoky Mountains National Park,63,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Not Evaluated,Annual Sowthistle
Sonchus oleraceus,Yellowstone National Park,225,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Not Evaluated,Annual Sowthistle
Sonchus oleraceus,Yosemite National Park,174,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Not Evaluated,Annual Sowthistle
Sorbus americana,Bryce National Park,127,Vascular Plant,American Mountain-Ash,Not Evaluated,American Mountain-Ash
Sorbus americana,Great Smoky Mountains National Park,72,Vascular Plant,American Mountain-Ash,Not Evaluated,American Mountain-Ash
Sorbus americana,Yellowstone National Park,264,Vascular Plant,American Mountain-Ash,Not Evaluated,American Mountain-Ash
Sorbus americana,Yosemite National Park,151,Vascular Plant,American Mountain-Ash,Not Evaluated,American Mountain-Ash
Sorbus aucuparia,Bryce National Park,127,Vascular Plant,"European Mountain-Ash, Rowan Tree",Not Evaluated,European Mountain-Ash
Sorbus aucuparia,Great Smoky Mountains National Park,89,Vascular Plant,"European Mountain-Ash, Rowan Tree",Not Evaluated,European Mountain-Ash
Sorbus aucuparia,Yellowstone National Park,268,Vascular Plant,"European Mountain-Ash, Rowan Tree",Not Evaluated,European Mountain-Ash
Sorbus aucuparia,Yosemite National Park,170,Vascular Plant,"European Mountain-Ash, Rowan Tree",Not Evaluated,European Mountain-Ash
Sorbus californica,Bryce National Park,81,Vascular Plant,California Mountain-Ash,Not Evaluated,California Mountain-Ash
Sorbus californica,Great Smoky Mountains National Park,67,Vascular Plant,California Mountain-Ash,Not Evaluated,California Mountain-Ash
Sorbus californica,Yellowstone National Park,261,Vascular Plant,California Mountain-Ash,Not Evaluated,California Mountain-Ash
Sorbus californica,Yosemite National Park,167,Vascular Plant,California Mountain-Ash,Not Evaluated,California Mountain-Ash
Sorbus scopulina var. scopulina,Bryce National Park,100,Vascular Plant,"Cascade Mountain-Ash, Greene's Mountain-Ash",Not Evaluated,Cascade Mountain-Ash
Sorbus scopulina var. scopulina,Great Smoky Mountains National Park,61,Vascular Plant,"Cascade Mountain-Ash, Greene's Mountain-Ash",Not Evaluated,Cascade Mountain-Ash
Sorbus scopulina var. scopulina,Yellowstone National Park,223,Vascular Plant,"Cascade Mountain-Ash, Greene's Mountain-Ash",Not Evaluated,Cascade Mountain-Ash
Sorbus scopulina var. scopulina,Yosemite National Park,156,Vascular Plant,"Cascade Mountain-Ash, Greene's Mountain-Ash",Not Evaluated,Cascade Mountain-Ash
Sorbus sitchensis var. grayi,Bryce National Park,96,Vascular Plant,Western Mountain-Ash,Not Evaluated,Western Mountain-Ash
Sorbus sitchensis var. grayi,Great Smoky Mountains National Park,95,Vascular Plant,Western Mountain-Ash,Not Evaluated,Western Mountain-Ash
Sorbus sitchensis var. grayi,Yellowstone National Park,272,Vascular Plant,Western Mountain-Ash,Not Evaluated,Western Mountain-Ash
Sorbus sitchensis var. grayi,Yosemite National Park,153,Vascular Plant,Western Mountain-Ash,Not Evaluated,Western Mountain-Ash
Sorex cinereus,Bryce National Park,117,Mammal,"Common Shrew, Masked Shrew",Not Evaluated,Common Shrew
Sorex cinereus,Great Smoky Mountains National Park,66,Mammal,"Common Shrew, Masked Shrew",Not Evaluated,Common Shrew
Sorex cinereus,Yellowstone National Park,264,Mammal,"Common Shrew, Masked Shrew",Not Evaluated,Common Shrew
Sorex cinereus,Yosemite National Park,122,Mammal,"Common Shrew, Masked Shrew",Not Evaluated,Common Shrew
Sorex dispar,Bryce National Park,123,Mammal,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not Evaluated,Long-Tailed Or Rock Shrew
Sorex dispar,Great Smoky Mountains National Park,100,Mammal,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not Evaluated,Long-Tailed Or Rock Shrew
Sorex dispar,Yellowstone National Park,285,Mammal,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not Evaluated,Long-Tailed Or Rock Shrew
Sorex dispar,Yosemite National Park,157,Mammal,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not Evaluated,Long-Tailed Or Rock Shrew
Sorex fumeus,Bryce National Park,101,Mammal,Smoky Shrew,Not Evaluated,Smoky Shrew
Sorex fumeus,Great Smoky Mountains National Park,101,Mammal,Smoky Shrew,Not Evaluated,Smoky Shrew
Sorex fumeus,Yellowstone National Park,266,Mammal,Smoky Shrew,Not Evaluated,Smoky Shrew
Sorex fumeus,Yosemite National Park,133,Mammal,Smoky Shrew,Not Evaluated,Smoky Shrew
Sorex hoyi,Bryce National Park,102,Mammal,Pygmy Shrew,Not Evaluated,Pygmy Shrew
Sorex hoyi,Great Smoky Mountains National Park,64,Mammal,Pygmy Shrew,Not Evaluated,Pygmy Shrew
Sorex hoyi,Yellowstone National Park,286,Mammal,Pygmy Shrew,Not Evaluated,Pygmy Shrew
Sorex hoyi,Yosemite National Park,159,Mammal,Pygmy Shrew,Not Evaluated,Pygmy Shrew
Sorex longirostris,Bryce National Park,77,Mammal,Southeastern Shrew,Not Evaluated,Southeastern Shrew
Sorex longirostris,Great Smoky Mountains National Park,42,Mammal,Southeastern Shrew,Not Evaluated,Southeastern Shrew
Sorex longirostris,Yellowstone National Park,248,Mammal,Southeastern Shrew,Not Evaluated,Southeastern Shrew
Sorex longirostris,Yosemite National Park,151,Mammal,Southeastern Shrew,Not Evaluated,Southeastern Shrew
Sorex lyelli,Bryce National Park,104,Mammal,Mount Lyell Shrew,Not Evaluated,Mount Lyell Shrew
Sorex lyelli,Great Smoky Mountains National Park,54,Mammal,Mount Lyell Shrew,Not Evaluated,Mount Lyell Shrew
Sorex lyelli,Yellowstone National Park,279,Mammal,Mount Lyell Shrew,Not Evaluated,Mount Lyell Shrew
Sorex lyelli,Yosemite National Park,115,Mammal,Mount Lyell Shrew,Not Evaluated,Mount Lyell Shrew
Sorex monticolus,Bryce National Park,110,Mammal,Dusky Shrew,Not Evaluated,Dusky Shrew
Sorex monticolus,Great Smoky Mountains National Park,54,Mammal,Dusky Shrew,Not Evaluated,Dusky Shrew
Sorex monticolus,Yellowstone National Park,260,Mammal,Dusky Shrew,Not Evaluated,Dusky Shrew
Sorex monticolus,Yosemite National Park,151,Mammal,Dusky Shrew,Not Evaluated,Dusky Shrew
Sorex nanus,Bryce National Park,89,Mammal,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",Not Evaluated,Dwarf Shrew
Sorex nanus,Great Smoky Mountains National Park,60,Mammal,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",Not Evaluated,Dwarf Shrew
Sorex nanus,Yellowstone National Park,216,Mammal,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",Not Evaluated,Dwarf Shrew
Sorex nanus,Yosemite National Park,166,Mammal,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",Not Evaluated,Dwarf Shrew
Sorex palustris,Bryce National Park,84,Mammal,Water Shrew,Not Evaluated,Water Shrew
Sorex palustris,Great Smoky Mountains National Park,84,Mammal,Water Shrew,Not Evaluated,Water Shrew
Sorex palustris,Yellowstone National Park,257,Mammal,Water Shrew,Not Evaluated,Water Shrew
Sorex palustris,Yosemite National Park,154,Mammal,Water Shrew,Not Evaluated,Water Shrew
Sorex preblei,Bryce National Park,71,Mammal,"Malheur Shrew, Preble's Shrew",Species of Concern,Malheur Shrew
Sorex preblei,Great Smoky Mountains National Park,59,Mammal,"Malheur Shrew, Preble's Shrew",Species of Concern,Malheur Shrew
Sorex preblei,Yellowstone National Park,193,Mammal,"Malheur Shrew, Preble's Shrew",Species of Concern,Malheur Shrew
Sorex preblei,Yosemite National Park,140,Mammal,"Malheur Shrew, Preble's Shrew",Species of Concern,Malheur Shrew
Sorex tenellus,Bryce National Park,130,Mammal,Inyo Shrew,Not Evaluated,Inyo Shrew
Sorex tenellus,Great Smoky Mountains National Park,91,Mammal,Inyo Shrew,Not Evaluated,Inyo Shrew
Sorex tenellus,Yellowstone National Park,232,Mammal,Inyo Shrew,Not Evaluated,Inyo Shrew
Sorex tenellus,Yosemite National Park,135,Mammal,Inyo Shrew,Not Evaluated,Inyo Shrew
Sorex trowbridgii,Bryce National Park,80,Mammal,Trowbridge's Shrew,Not Evaluated,Trowbridge's Shrew
Sorex trowbridgii,Great Smoky Mountains National Park,73,Mammal,Trowbridge's Shrew,Not Evaluated,Trowbridge's Shrew
Sorex trowbridgii,Yellowstone National Park,227,Mammal,Trowbridge's Shrew,Not Evaluated,Trowbridge's Shrew
Sorex trowbridgii,Yosemite National Park,140,Mammal,Trowbridge's Shrew,Not Evaluated,Trowbridge's Shrew
Sorghastrum elliottii,Bryce National Park,75,Vascular Plant,"Long-Bristled Indian-Grass, Smaller Indian Grass",Not Evaluated,Long-Bristled Indian-Grass
Sorghastrum elliottii,Great Smoky Mountains National Park,75,Vascular Plant,"Long-Bristled Indian-Grass, Smaller Indian Grass",Not Evaluated,Long-Bristled Indian-Grass
Sorghastrum elliottii,Yellowstone National Park,253,Vascular Plant,"Long-Bristled Indian-Grass, Smaller Indian Grass",Not Evaluated,Long-Bristled Indian-Grass
Sorghastrum elliottii,Yosemite National Park,177,Vascular Plant,"Long-Bristled Indian-Grass, Smaller Indian Grass",Not Evaluated,Long-Bristled Indian-Grass
Sorghastrum nutans,Bryce National Park,109,Vascular Plant,"Indian Grass, Yellow Indian-Grass",Not Evaluated,Indian Grass
Sorghastrum nutans,Great Smoky Mountains National Park,96,Vascular Plant,"Indian Grass, Yellow Indian-Grass",Not Evaluated,Indian Grass
Sorghastrum nutans,Yellowstone National Park,270,Vascular Plant,"Indian Grass, Yellow Indian-Grass",Not Evaluated,Indian Grass
Sorghastrum nutans,Yosemite National Park,154,Vascular Plant,"Indian Grass, Yellow Indian-Grass",Not Evaluated,Indian Grass
Sorghum bicolor,Bryce National Park,108,Vascular Plant,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",Not Evaluated,Black Amber
Sorghum bicolor,Great Smoky Mountains National Park,62,Vascular Plant,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",Not Evaluated,Black Amber
Sorghum bicolor,Yellowstone National Park,284,Vascular Plant,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",Not Evaluated,Black Amber
Sorghum bicolor,Yosemite National Park,193,Vascular Plant,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",Not Evaluated,Black Amber
Sorghum halepense,Bryce National Park,47,Vascular Plant,Johnson Grass,Not Evaluated,Johnson Grass
Sorghum halepense,Great Smoky Mountains National Park,88,Vascular Plant,Johnson Grass,Not Evaluated,Johnson Grass
Sorghum halepense,Yellowstone National Park,276,Vascular Plant,Johnson Grass,Not Evaluated,Johnson Grass
Sorghum halepense,Yosemite National Park,158,Vascular Plant,Johnson Grass,Not Evaluated,Johnson Grass
Sparganium,Bryce National Park,85,Vascular Plant,"Burreed, Bur-Reed",Not Evaluated,Burreed
Sparganium,Great Smoky Mountains National Park,87,Vascular Plant,"Burreed, Bur-Reed",Not Evaluated,Burreed
Sparganium,Yellowstone National Park,237,Vascular Plant,"Burreed, Bur-Reed",Not Evaluated,Burreed
Sparganium,Yosemite National Park,163,Vascular Plant,"Burreed, Bur-Reed",Not Evaluated,Burreed
Sparganium americanum,Bryce National Park,63,Vascular Plant,"American Bur-Reed, Bur-Reed",Not Evaluated,American Bur-Reed
Sparganium americanum,Great Smoky Mountains National Park,106,Vascular Plant,"American Bur-Reed, Bur-Reed",Not Evaluated,American Bur-Reed
Sparganium americanum,Yellowstone National Park,252,Vascular Plant,"American Bur-Reed, Bur-Reed",Not Evaluated,American Bur-Reed
Sparganium americanum,Yosemite National Park,192,Vascular Plant,"American Bur-Reed, Bur-Reed",Not Evaluated,American Bur-Reed
Sparganium androcladum,Bryce National Park,103,Vascular Plant,"Branching Bur-Reed, Bur-Reed",Not Evaluated,Branching Bur-Reed
Sparganium androcladum,Great Smoky Mountains National Park,86,Vascular Plant,"Branching Bur-Reed, Bur-Reed",Not Evaluated,Branching Bur-Reed
Sparganium androcladum,Yellowstone National Park,228,Vascular Plant,"Branching Bur-Reed, Bur-Reed",Not Evaluated,Branching Bur-Reed
Sparganium androcladum,Yosemite National Park,121,Vascular Plant,"Branching Bur-Reed, Bur-Reed",Not Evaluated,Branching Bur-Reed
Sparganium angustifolium,Bryce National Park,117,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",Not Evaluated,Narrowleaf Burr Reed
Sparganium angustifolium,Great Smoky Mountains National Park,88,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",Not Evaluated,Narrowleaf Burr Reed
Sparganium angustifolium,Yellowstone National Park,264,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",Not Evaluated,Narrowleaf Burr Reed
Sparganium angustifolium,Yosemite National Park,132,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",Not Evaluated,Narrowleaf Burr Reed
Sparganium emersum,Bryce National Park,113,Vascular Plant,European Bur-Reed,Not Evaluated,European Bur-Reed
Sparganium emersum,Great Smoky Mountains National Park,75,Vascular Plant,European Bur-Reed,Not Evaluated,European Bur-Reed
Sparganium emersum,Yellowstone National Park,262,Vascular Plant,European Bur-Reed,Not Evaluated,European Bur-Reed
Sparganium emersum,Yosemite National Park,164,Vascular Plant,European Bur-Reed,Not Evaluated,European Bur-Reed
Sparganium emersum ssp. emersum,Bryce National Park,80,Vascular Plant,Emersed Bur-Reed,Not Evaluated,Emersed Bur-Reed
Sparganium emersum ssp. emersum,Great Smoky Mountains National Park,80,Vascular Plant,Emersed Bur-Reed,Not Evaluated,Emersed Bur-Reed
Sparganium emersum ssp. emersum,Yellowstone National Park,290,Vascular Plant,Emersed Bur-Reed,Not Evaluated,Emersed Bur-Reed
Sparganium emersum ssp. emersum,Yosemite National Park,141,Vascular Plant,Emersed Bur-Reed,Not Evaluated,Emersed Bur-Reed
Sparganium natans,Bryce National Park,70,Vascular Plant,Small Bur-Reed,Not Evaluated,Small Bur-Reed
Sparganium natans,Great Smoky Mountains National Park,72,Vascular Plant,Small Bur-Reed,Not Evaluated,Small Bur-Reed
Sparganium natans,Yellowstone National Park,245,Vascular Plant,Small Bur-Reed,Not Evaluated,Small Bur-Reed
Sparganium natans,Yosemite National Park,111,Vascular Plant,Small Bur-Reed,Not Evaluated,Small Bur-Reed
Spartina gracilis,Bryce National Park,108,Vascular Plant,Alkali Cordgrass,Not Evaluated,Alkali Cordgrass
Spartina gracilis,Great Smoky Mountains National Park,56,Vascular Plant,Alkali Cordgrass,Not Evaluated,Alkali Cordgrass
Spartina gracilis,Yellowstone National Park,242,Vascular Plant,Alkali Cordgrass,Not Evaluated,Alkali Cordgrass
Spartina gracilis,Yosemite National Park,144,Vascular Plant,Alkali Cordgrass,Not Evaluated,Alkali Cordgrass
Spea bombifrons,Bryce National Park,92,Amphibian,Plains Spadefoot,Not Evaluated,Plains Spadefoot
Spea bombifrons,Great Smoky Mountains National Park,72,Amphibian,Plains Spadefoot,Not Evaluated,Plains Spadefoot
Spea bombifrons,Yellowstone National Park,229,Amphibian,Plains Spadefoot,Not Evaluated,Plains Spadefoot
Spea bombifrons,Yosemite National Park,147,Amphibian,Plains Spadefoot,Not Evaluated,Plains Spadefoot
Spea intermontana,Bryce National Park,60,Amphibian,Great Basin Spadefoot,Not Evaluated,Great Basin Spadefoot
Spea intermontana,Great Smoky Mountains National Park,51,Amphibian,Great Basin Spadefoot,Not Evaluated,Great Basin Spadefoot
Spea intermontana,Yellowstone National Park,273,Amphibian,Great Basin Spadefoot,Not Evaluated,Great Basin Spadefoot
Spea intermontana,Yosemite National Park,144,Amphibian,Great Basin Spadefoot,Not Evaluated,Great Basin Spadefoot
Spergula arvensis,Bryce National Park,95,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",Not Evaluated,Corn Spurry
Spergula arvensis,Great Smoky Mountains National Park,69,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",Not Evaluated,Corn Spurry
Spergula arvensis,Yellowstone National Park,261,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",Not Evaluated,Corn Spurry
Spergula arvensis,Yosemite National Park,133,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",Not Evaluated,Corn Spurry
Spergularia rubra,Bryce National Park,117,Vascular Plant,"Purple Sandspurry, Red Sandspurry",Not Evaluated,Purple Sandspurry
Spergularia rubra,Great Smoky Mountains National Park,65,Vascular Plant,"Purple Sandspurry, Red Sandspurry",Not Evaluated,Purple Sandspurry
Spergularia rubra,Yellowstone National Park,236,Vascular Plant,"Purple Sandspurry, Red Sandspurry",Not Evaluated,Purple Sandspurry
Spergularia rubra,Yosemite National Park,136,Vascular Plant,"Purple Sandspurry, Red Sandspurry",Not Evaluated,Purple Sandspurry
Spermophilus armatus,Bryce National Park,106,Mammal,Uinta Ground Squirrel,Not Evaluated,Uinta Ground Squirrel
Spermophilus armatus,Great Smoky Mountains National Park,66,Mammal,Uinta Ground Squirrel,Not Evaluated,Uinta Ground Squirrel
Spermophilus armatus,Yellowstone National Park,255,Mammal,Uinta Ground Squirrel,Not Evaluated,Uinta Ground Squirrel
Spermophilus armatus,Yosemite National Park,123,Mammal,Uinta Ground Squirrel,Not Evaluated,Uinta Ground Squirrel
Spermophilus lateralis,Bryce National Park,67,Mammal,Golden-Mantled Ground Squirrel,Not Evaluated,Golden-Mantled Ground Squirrel
